todo,acceptance_criteria
"Create a program to sort three stacks of colored balls (Red, Blue, Green) by moving balls only between stacks, with constraints on moving one ball at a time and maintaining equal number of balls in each stack","All tests must pass. The program must take the number of balls and their colors as input. Balls can only be moved between stacks, not within stacks. Each stack must have an equal number of balls after sorting. The final stacks must be sorted by color."
Create a function to find the maximum sum of a non-empty subarray with a specified product from an input array of positive integers,All tests must pass. The function must handle arrays of positive integers. It must find the maximum sum of a subarray that has the exact specified product. The subarray must be non-empty. The function should work with different input array sizes and product values.
Create a function that takes an integer array and returns a new array with the elements in reverse order,"All tests must pass. The function must create a new array. The output array must contain all elements from the input array in reverse order. The original input array must remain unchanged. The function must work for arrays of any length, including empty arrays."
Write a program to find the longest common subsequence (LCS) between two strings using dynamic programming,All tests must pass. The function must work with strings of the same length. The LCS must be case-sensitive and consider spaces. The implementation must use dynamic programming. The function must return both the length of the LCS and the LCS itself.
Write a function called count_triangular_numbers that takes an integer n as its parameter and returns the count of triangular numbers less than or equal to n,All tests must pass. The function must return the number of triangular numbers less than or equal to the input n. A triangular number is a number that can be represented as a triangle with dots. The function should handle n equal to 0 as the starting point for counting.
Implement a function named find_duplicates that takes in a list of integers and returns a new list containing all duplicate integers found in the input list,All tests must pass. Duplicates are defined as integers that appear more than once in the input list. The function must return a list of all unique duplicate integers. The input list contains integers with no additional constraints.
"Find the smallest positive integer that, when added to the sum of all numbers in an array, results in a multiple of 5","All tests must pass. Input is an array of positive integers with 1 <= arr.length <= 10^5 and 1 <= arr[i] <= 10^9. Return the smallest positive integer that satisfies the multiple of 5 condition. If no such number exists, return -1."
"Write a function that finds the index of the first occurrence of a target value in an array, returning -1 if not found","All tests must pass. Function must return the index of the first occurrence of the target value. If the target is not present, return -1. The function must have a time complexity of O(n)."
Implement a search method for a matrix with specific search constraints,"All tests must pass. Search starts at top-right cell and can only move down or left. Matrix is an n x n grid with specific element generation rules. Function must return True if target is found, False otherwise."
Write a function that returns a unique and sorted list of integers,"All tests must pass. Function must be named unique_sorted_list. Take a list of integers as input. Return a new list with only unique elements, sorted in ascending order. Time complexity must be O(n log n) or better."
Implement a function to find the missing number in a list of integers from 1 to n,"All tests must pass. Input is an array of integers containing numbers from 1 to n, with exactly one number missing. Return the missing number. Array size between 1 and 10^5. Integers between 1 and n (inclusive)."
Write a function is_palindrome to determine if a list of integers is a palindrome,"All tests must pass. Function must return True for empty lists, lists that read the same forwards and backwards. Handle lists with any number of elements and allow duplicate elements."
Implement a function that determines whether an input integer between 2 and 1000 is a prime number.,All tests must pass. Function must correctly identify prime numbers. Input must be an integer between 2 and 1000. A prime number has no positive divisors other than 1 and itself. Function must return a boolean value indicating primality.
"Implement an algorithm to check if a given string is a valid palindrome, ignoring spaces, punctuation, and case.","All tests must pass. Input will contain lowercase and uppercase letters, spaces, and punctuation marks. Function must ignore spaces, punctuation, and case when determining palindrome status. Must return a boolean value. String reads the same forwards and backwards after removing non-alphanumeric characters."
"Write a program that processes an array of numbers: multiply every third number by 2, then find the sum of all even numbers in the array, excluding the modified numbers.","All tests must pass. Every third number in the input array must be multiplied by 2. Sum must include only even numbers, excluding the modified (multiplied) numbers. Input is an array of integers. Function must return the final sum."
"Design a recursive algorithm to solve the Tower of Hanoi puzzle with 7 disks. The algorithm must print the sequence of moves between rods following these rules: only one disk can be moved at a time, no disk can be placed on a smaller disk.","All tests must pass. Start with 7 disks in a specific configuration. Use a recursive approach for solving. Each move must follow Tower of Hanoi rules: move only one disk at a time, never place a larger disk on a smaller disk. Must print the complete sequence of moves between rods."
"Create a function to determine whether a given string is a palindrome, handling spaces, punctuation, and case sensitivity.",All tests must pass. Function must be case-sensitive. Spaces and punctuation must be considered in palindrome determination. Must work with strings of any length. Function must have O(n) time complexity. Return boolean value indicating whether input is a palindrome.
Implement a function to check if a string is a palindrome with complete case and character sensitivity.,All tests must pass. Function must be fully case-sensitive. Spaces and special characters must be considered in palindrome evaluation. Must handle strings of varying lengths. Provide exact character-by-character comparison. Return boolean value indicating palindrome status.
"Create a function that separates even and odd numbers into two different lists and returns both lists as a tuple. The function signature is def separate_evens_odds(numbers: List[int]) -> Tuple[List[int], List[int]]",All tests must pass. Function must create two separate lists: one for even numbers and one for odd numbers. Input must be a list of integers. Return a tuple of two lists. Must use basic list operations and conditional checks to separate numbers.
Write a function that sorts a list of integers using only basic arithmetic operations without using built-in sorting functions. Function should be named arithmetic_sort and take a list of integers as input,All tests must pass. Function must sort list in ascending order. Only basic arithmetic operations allowed. No built-in sorting functions or pre-defined sorting algorithms permitted. Must work for lists of varying lengths and with both positive and negative integers.
Create a function remove_unique_elements(my_list) that removes duplicate values from a list of integers using only built-in list methods,"All tests must pass. Function must remove duplicate values while preserving original order. Cannot use set() or other built-in deduplication methods. Only allowed to use list methods like append(), extend(), pop(), remove(), index(), insert(), sort(), reverse(), and clear(). Must handle lists with multiple duplicates and varying lengths."
Write a function remove_duplicate_words that takes a string and returns a new string with duplicate words removed while maintaining original order,All tests must pass. Function must split input string into words. Preserve first occurrence of each word. Handle strings with punctuation and multiple word repetitions. Maintain original spacing and word order.
"Write a recursive function that reverses a string. Input will only contain lowercase and uppercase letters, as well as spaces","All tests must pass. Function must be recursive. Handle strings with letters and spaces. Return reversed string. Must work with empty strings, single word, and multiple word inputs."
Implement a function to find the longest common subsequence (LCS) between two input strings,All tests must pass. Function must return the longest sequence of characters appearing in both strings in the same order. Handle strings of different lengths. Return an empty string if no common subsequence exists.
"Create a function that reorders a list of integers so that the difference between consecutive elements is always 1, -1, or 0. If impossible, return None",All tests must pass. Function must handle lists of various lengths. Determine if list can be reordered to meet consecutive element difference constraints. Return None if reordering is impossible. Must preserve as many original list elements as possible.
Write a function to reverse a linked list by changing the direction of node pointers,All tests must pass. Function must handle non-empty linked lists. Reverse order of nodes by adjusting node pointers. Ensure function works with lists of different lengths. Return new head of reversed list.
"Create a function to determine if a given string is a palindrome, ignoring spaces, punctuation, and capitalization","All tests must pass. Detect palindromes in a single string pass. Ignore spaces, punctuation, and letter case. Handle strings of varying lengths. Function must have O(n) time complexity."
Implement a function to find local maximum values in an input array,All tests must pass. Correctly identify and return local maximum values. Handle arrays of different sizes. Local maximum must be greater than or equal to its neighboring elements. Function must work with arrays containing both positive and negative integers.
Write a function that takes a string of words separated by commas and returns a new string with all words capitalized. Input contains only alphabetical characters with no punctuation or whitespace.,All tests must pass. Function must handle string input. Split words by comma. Capitalize each word. Rejoin words with comma separator. Maintain original order of words.
Write a function that takes a string and returns a sorted list of unique characters. The function should handle strings of varying lengths and output characters in case-sensitive alphabetical order.,All tests must pass. Function must convert input string to unique characters. Remove duplicate characters. Sort characters in alphabetical order. Maintain case sensitivity. Return sorted list of unique characters.
"Write a function `multiArrayManipulator` that takes a 2D integer array and a manipulations object. Implement array manipulations including multiply, add, and transpose.",All tests must pass. Function accepts 2D array and manipulations object. Support 'multiply' manipulation by scalar. Support 'add' manipulation by scalar. Support 'transpose' manipulation. Apply manipulations in order specified. Return final manipulated array. Handle empty manipulations object by returning original array.
"Given an input string, create a function that determines if the string is a palindrome","All tests must pass. The function must be case-insensitive. Function must handle special characters, spaces, and numerical digits. Must remove non-alphanumeric characters before comparison. Must compare the string in both forward and reverse directions."
Write a function that takes a positive integer 'n' and returns a list of Fibonacci numbers up to the 'n'th Fibonacci number in a zigzag pattern,All tests must pass. Function must handle positive integer input. First two numbers must be 0 and 1. Must alternate between ascending and descending order. Sequence must follow specific rules of addition and subtraction based on odd/even positions. Must return the complete list of Fibonacci numbers up to the nth number.
"Given an array of unique positive integers between 1 and n (inclusive), write a function to find the missing number",All tests must pass. Input array will always contain at least one missing number. Input range is from 1 to n. Maximum value of n is 10^9. Function must return the single missing number in the sequence.
Implement a function that calculates the nth Fibonacci number using dynamic programming,All tests must pass. Function must create a list to store Fibonacci sequence. Must start with initial values 0 and 1. Must calculate subsequent Fibonacci numbers by summing previous two numbers. Must return the correct Fibonacci number at the specified index.
Create a recursive function to calculate the nth Fibonacci number,"All tests must pass. Function must handle recursive calculation without using memoization. Must correctly handle edge cases like negative input, 0, and 1. Must return the correct Fibonacci number for the given input."
Write a program to find the shortest path through a maze from an entrance to an exit,All tests must pass. Input must be an NxN matrix representing a maze. Must identify entrance (marked '2') and exit (marked '3') cells. Must handle obstacles (marked '1'). Must return the shortest path as a list of coordinates. Must use Breadth-First Search algorithm. Must return None if no path exists.
"Given a string s, write a function that finds the longest palindromic substring within the string.",All tests must pass. The function must return the longest palindromic substring found in the input string. Input string consists of lowercase letters only. The length of the string will not exceed 1000.
Create a function that calculates the product of all pairs of elements in a given list of integers.,"All tests must pass. The function must take a list of integers as input and return a list containing the products of all possible pairs. Must handle an empty list or a list not made up of integers. Each pair, even with duplicate values, must be included in the result."
Write a function that takes a string of numbers and returns a new string containing only the unique characters in the input string without using built-in methods or unique character extraction data structures.,All tests must pass. The function must return a string with unique characters from the input string. No built-in methods or unique character extraction data structures can be used.
Write a function that determines if a given string is a valid anagram of another string. Both strings contain only lowercase letters.,All tests must pass. Strings must be of the same length. No duplicate characters within a single string. The function must correctly identify whether two strings are anagrams by comparing their character compositions.
"Implement a custom sorting algorithm called ""Bubble-Merge Sort"" that involves two stages: Bubble Sort and Merge Sort.","All tests must pass. The algorithm must first sort a list using Bubble Sort. Then merge the sorted list with an unsorted list of the same length. The final result must be a single, sorted list. Time complexity should be better than O(n^2) when merging lists."
"Write a function that can reverse a string using multiple methods: manual iteration, using reversed(), slicing, split()/reverse()/join(), and recursively.","All tests must pass. The function must take a string as input and return the reversed string. Must support multiple reversal techniques. Function should work with various input strings, maintaining the exact character order when reversed."
Write a function that finds and returns all pairs of indices from a list of strings where the concatenation of the strings forms a palindrome.,All tests must pass. The function must take a list of strings and return a list of index pairs where string concatenation creates a palindrome. Ignore case and non-alphanumeric characters. Handle all possible string combinations.
Create a function that finds the maximum sum of a subarray within a given array of integers.,All tests must pass. The function must take an array of integers as input. Return the maximum possible sum of any contiguous subarray. Must handle arrays with at least one integer. Implement using dynamic programming principles.
"Write a function that takes in a string of text as input and returns a dictionary where the keys are unique words from the text, and the values are lists of their respective positions in the text, sorted in ascending order.","All tests must pass. The function must return a dictionary where keys are unique words from the input text. The values must be sorted lists of word positions. Positions start from 1. Input text will only contain alphabetic characters, spaces, commas, and periods. Words are separated by spaces or commas."
"Write a function that takes in the number of players on each team and the number of goals scored by each team, and determines the winner of the football match based on certain conditions.","All tests must pass. If one team scores more goals, that team wins. If both teams score the same number of goals, the match is a draw. If both teams have the same number of goals and different number of players, the team with more players wins. The function must correctly handle goal scoring and player count comparisons."
"Create a function that takes in an array of numbers and a target sum, and it should return a boolean indicating whether there exist two numbers in the array whose sum is equal to the target sum.",All tests must pass. The function must have O(n) time complexity and O(1) space complexity. Must return a boolean value indicating whether two numbers in the array sum to the target sum.
Write a function that takes a positive integer as an argument and returns the number of factors it has.,All tests must pass. The function must count the number of factors for a given positive integer. Include 1 and the number itself as factors. Must handle positive integers correctly.
Create a function called `isAnagram` that takes two strings as input and returns a boolean value indicating whether the two strings are anagrams of each other.,All tests must pass. The function must remove whitespace and convert strings to lowercase before comparison. Must reverse the first string before checking. Must sort strings alphabetically for comparison. Must return a boolean indicating if the strings are anagrams.
Implement a function that finds the path with the minimum sum from the root to any leaf in a binary tree.,All tests must pass. The function must return a list of integers representing the path from the root to a leaf with the minimum sum. Must use depth-first search (DFS) approach. Must handle binary trees of varying structures. Must correctly calculate and compare path sums.
Write a function that takes an array of integers as input and returns two values: the sum of odd numbers and the sum of even numbers in the array.,All tests must pass. The function must handle arrays of varying lengths. Must correctly calculate sum of odd and even numbers. Must include error handling for invalid input arrays. Must use modulus operator to identify odd and even numbers.
Create a function that takes a string as an input and outputs whether the input string is a palindrome or not. The function should be case-sensitive and handle special characters and numbers.,"All tests must pass. The function must return a boolean (True/False) indicating whether the input string is a palindrome. The function must handle uppercase and lowercase characters. The function must be able to process strings with special characters, numbers, and punctuation."
"Write a program that takes in a positive integer \'n\' and prints out all the ""fizzy"" numbers up to and including \'n\'. A fizzy number is a number that is divisible by either 3 or 7, or both.",All tests must pass. Input must be a positive integer. Output must include all numbers divisible by 3 or 7. Function must use mathematical operators to determine divisibility. Numbers must be returned in the order they are found within the range.
"Implement the bubble sort algorithm with an optimization to avoid unnecessary swapping operations. Add a flag `swapped` to track if any swaps were made during an iteration. If no swaps were made during an iteration, the list is already sorted, and the algorithm can terminate early.",All tests must pass. The sorting algorithm must modify the input list in-place. The algorithm must efficiently detect when the list is already sorted. Performance optimization must reduce the number of unnecessary comparisons and swaps. The function must handle lists of integers with potential duplicate or out-of-order elements.
Find and return all the numbers that are missing from a given array of integers. The input array will contain unique integers.,"All tests must pass. Input constraints: array length between 1 and 10^5, integers between 1 and 10^5. The function must find and return all missing numbers in the array. Missing numbers must be unique. There will always be at least one missing number. The function must handle arrays with different lengths and number ranges."
"Create a function that takes in a single string parameter and returns a boolean indicating whether the input string is a palindrome. The function should handle punctuation, spaces, and mixed case.","All tests must pass. The function must be case-insensitive when checking for palindromes. Ignore non-alphanumeric characters. Return True for palindrome strings, False otherwise. Handle various input types including words, phrases, and mixed-character strings."
Write a Python program to find the longest increasing subsequence in a given array of integers. The function should return the length or the actual subsequence of increasing elements.,All tests must pass. The function must handle arrays with positive and negative integers. Correctly identify the longest increasing subsequence. Return the length or the actual subsequence based on the implementation. Handle edge cases such as empty arrays or arrays with a single element.
"Given an NxN chessboard, place N queens on the board such that no two queens threaten each other. No two queens can be in the same row, column, or diagonal.","All tests must pass. Input N must be between 4 and 12. Function must find all possible solutions for queen placement. Each solution must ensure no queens are in the same row, column, or diagonal. Output should be a list of lists of coordinates, where the top left is 0,0. Must handle different board sizes efficiently."
"Create a function that takes a list of integers and returns the sum of all even numbers in the list, excluding any negative numbers.",All tests must pass. Function must process a list of integers. Only include non-negative even numbers in the sum. Ignore odd numbers and negative numbers. Return zero if no valid numbers are found in the input list.
Write a function that takes a string as input and reverses the characters in place without using any extra memory.,All tests must pass. **
"Write a function that takes an array of integers as input and returns the sum of all even numbers in the array, excluding any even numbers that appear more than once.",All tests must pass.
"Given an array of numbers, create a function that sorts the array in ascending order, and then sorts the even numbers (squares) in descending order.","All tests must pass. Time complexity should be O(n log n) or better. Space complexity should be O(n) or better. Do not modify the input array; return a new sorted array."
"Create a program that takes a positive integer as input and returns a list of its prime factors. For example, if the input is 120, the program should output [2, 2, 2, 3, 5] because 120 = 2^3 * 3 * 5. You can assume that the input will always be a positive integer.",All tests must pass.
"Given a string containing a set of words separated by spaces, write a program that finds all occurrences of a target word in the string. Each occurrence should be preceded by the total number of characters in the string up to that point.","All tests must pass. The function must split the input string into words. It must track the total number of characters encountered. For each word matching the target, output the total characters up to that point followed by the target word. Must handle cases where the target word is not found."
"Write a recursive function to calculate the number of ways to climb a staircase, given that you can either take 1 step or 2 steps at a time. The function should take one argument, an integer 'n' representing the total number of steps in the staircase.",All tests must pass. The function must calculate the total number of unique ways to climb the staircase using 1 or 2 steps. Input must be a non-negative integer. Function must handle base cases for 0 and 1 steps. The implementation should use recursion to determine the total number of ways to climb the stairs.
"Given a string, write a function that finds and returns all the palindromic substrings in that string. A palindromic substring is a sequence of characters that reads the same forwards and backwards.","All tests must pass. Input must be a string between 1 and 1000 characters long. Must contain only lowercase English letters. The function must return an array of all palindromic substrings found in the input string. If no palindromic substrings exist, return an empty array."
Create a function that can identify and remove duplicates from a given list. The function should eliminate any repeated elements in the input list and return a new list containing only unique elements.,"All tests must pass. The function must not use built-in duplicate removal methods. Must maintain the original order of elements. Time complexity must be O(n). Must handle different data types including nested lists. The output should be a new list with duplicates removed, preserving the first occurrence of each unique element."
"Create a function called 'palindrome_pair' that takes a sorted list of numbers and returns True if there is a pair of numbers whose difference is a palindrome, otherwise False.",All tests must pass. Input must be a sorted list of integers. Function must compare differences between pairs of numbers. Must determine if any pair difference is a palindrome. Must return boolean result. Handles empty or single-element lists.
Write a function that takes an array of integers and returns the maximum sum of a contiguous subarray with length k.,"All tests must pass. Input array must contain at least 1 integer. Subarray length must be exactly k. Can contain positive, negative, or zero integers. Must return the maximum sum of a k-length contiguous subarray."
Write a function that takes a list of integers and returns the maximum product of any two numbers in the list.,All tests must pass. Must find the two largest numbers in the list. Must calculate and return their product. Function should handle lists with various integer values.
Write a function that takes an array of six real numbers and returns the average of the three smallest and three largest numbers.,All tests must pass. Input must be exactly six real numbers. Must identify and separate the three smallest and three largest numbers. Must calculate the average of these two sets. Handles various real number inputs.
"Given a list of integers, write a function that returns the number of pairs of integers within the list that have a difference of 5. A pair is defined as two distinct integers that appear next to each other in the list.",All tests must pass. The function should count pairs of adjacent elements with a difference of 5. Must return an integer representing the number of pairs meeting the condition. Must handle lists of varying lengths. Must consider only adjacent elements for pair identification.
Write a function that finds the maximum sum of a subarray within a given array of integers. The subarray can start from any position and have any length.,All tests must pass. Function must handle arrays containing both positive and negative integers. Must return the maximum possible sum of any continuous subarray. Must work efficiently with large input arrays. Should handle edge cases like all negative numbers or empty arrays.
"Given a grid of numbers, find a continuous path of cells that form a prime number sequence by moving up, down, left, or right.","All tests must pass. Must find the longest possible prime number pathway through the grid. Path must consist of consecutive prime number cells. Moves allowed are up, down, left, and right. Must handle different grid sizes. Must validate prime numbers without using built-in prime checking libraries."
"Write a function that takes an array of integers and removes duplicate elements, sorting the resulting array in ascending order without using built-in methods.",All tests must pass. Function must remove all duplicate elements from the input array. Resulting array must be sorted in ascending order. Must not use any built-in sorting or deduplication methods. Must preserve the original array's order of first occurrence for each unique element.
Write a program that computes the total weighted sum of a list of numbers using their corresponding weights.,All tests must pass. Function must take two lists: numbers and weights. Total weighted sum must be calculated by multiplying each number by its corresponding weight. Must handle lists of varying lengths. Must return the correct weighted sum as a number.
Implement a matrix search function that finds the coordinates of a target value in a 2D matrix.,"All tests must pass. Function must take a 2D matrix and a target value as input. Must return the coordinates (row, column) of the target if found. If target is not found, must return (-1, -1). Matrix may not be sorted. Must handle matrices of different sizes. Must efficiently search through the entire matrix."
Create a function that returns the first n numbers in the Fibonacci sequence that form an arithmetic progression.,"All tests must pass. Function must take an integer n as input. Must return a list of the first n Fibonacci numbers that form an arithmetic progression. If no such sequence exists, must return an empty list. Must handle small and large input values efficiently."
Implement a depth-first search (DFS) of a binary tree that returns all node values in ascending order.,All tests must pass. Function must traverse the binary tree using depth-first search. Must return a list of node values sorted in ascending order. Must handle trees of varying sizes and structures. Must work with unsorted input trees. Must be memory efficient.
Write a function that finds two numbers in an array that add up to a specific target number.,"All tests must pass. Function must take an array of integers and a target number as input. Must return an array containing the two numbers that sum to the target. If no such pair exists, must return null. Must handle arrays of different lengths. Must be efficient in finding the pair."
"Write a function that takes an array of strings as input and finds all the pairs of strings in the array that are close to being palindromes. A string is close to being a palindrome if the difference between it and a palindrome is only one character. The function should return an array of arrays, where each inner array has two strings that are close to being palindromes.",All tests must pass. Function must take an array of strings as input. Function must return an array of arrays containing pairs of strings close to being palindromes. Pairs are considered close to being palindromes if changing only one character transforms them into a palindrome. Must handle cases where multiple such pairs exist. Performance should be efficient and handle various input sizes.
"Create a function that takes a string as input and checks if it is a palindrome. Ignore spaces, punctuation, and letter case. Return True if the string is a palindrome, False otherwise.",All tests must pass. Function must handle both uppercase and lowercase letters. Ignore all non-alphabetic characters during palindrome check. Must return a boolean value. Function should correctly identify palindromes that are sentences or phrases with punctuation and spaces.
"Write a function that takes a list of numbers and returns the number that appears an odd number of times. If multiple such numbers exist, return the smallest one. Must use bitwise operations to solve the problem.",All tests must pass. Function must take a list of numbers as input. Must identify number(s) appearing an odd number of times. Must return the smallest number if multiple numbers appear odd times. Must use bitwise XOR operations. Must handle various list sizes and number variations. Performance should be efficient with minimal additional space usage.
Create a function that takes a string and returns the total number of palindromic substrings within it. A palindromic substring reads the same forwards and backwards.,"All tests must pass. Function must take a string input. Must count ALL palindromic substrings, including single characters. Must handle strings of various lengths. Must be efficient in detecting palindromic substrings. Dynamic programming approach recommended. Must correctly count overlapping palindromic substrings."
Create a function that takes a sorted array of positive integers and finds the index of the first occurrence of a target number. Return the index or -1 if not found. Must use binary search algorithm.,All tests must pass. Function must take a sorted array of positive integers and a target number. Must use binary search algorithm for efficient searching. Return exact index of first occurrence. Return -1 if target not found. Must handle edge cases like empty arrays or target outside array range. Must maintain O(log n) time complexity.
"Create a program that takes a string and outputs the number of unique words, ignoring case and punctuation.",All tests must pass. Function must take a string input. Ignore letter case during word counting. Remove all punctuation before processing. Count only unique words. Return total number of unique words in the input string. Must handle various punctuation marks and spacing variations.
Write a function called find_pair_with_target that takes a list of unique integers nums and a target sum target as parameters. The function should return a list of index pairs where the numbers at those indices add up to the target.,"All tests must pass. The function must return a list of index pairs in the format [(index1, index2), ...]. If no pairs exist that sum to the target, return an empty list. Each pair must represent unique indices where the corresponding numbers add up to the target. Assume no more than one pair exists with the same elements."
"Create a function that takes a list of integers and returns a new list containing integers that are multiples of either 3 or 5, but not both. The output list must be sorted in ascending order.","All tests must pass. The function must filter numbers that are multiples of 3 or 5, but exclude numbers that are multiples of both. The returned list must be sorted in ascending order. The function must work for any input list of integers."
Create a function that finds all the anagrams of a given word within a list of words. The function should return a list of the anagrams found.,All tests must pass. The function must return a list of words that are anagrams of the input word. The function must check for anagrams across the entire input list of words. An anagram is a word that can be rearranged to form another word. The function must handle multiple words in the input list.
"Write a function that generates the Fibonacci sequence for a given number of terms, N. The function should use recursion to generate the sequence.","All tests must pass. The function must take N as input representing the number of terms to generate. Must return a list of integers representing the Fibonacci sequence. If N is less than or equal to 0, return an empty list. For N = 0 or 1, return a list with only that number. Must have O(N) time complexity. Must have O(N) space complexity. Sequence must start with 0 and 1, with each subsequent number being the sum of the two preceding ones."
"Write a function that takes a string as input and returns true if all parentheses in the string are balanced, and false otherwise. The function must work for multiple sets of parentheses.","All tests must pass. The function must return true for balanced parentheses in the input string. Must support multiple types of parentheses such as (), [], and {}. Must handle nested parentheses. Must return false for unbalanced or improperly closed parentheses. Must check that every opening parenthesis has a corresponding closing parenthesis in the correct order."
Write a function that takes a list of integers as input and returns a new list containing only the even numbers from the input list. The function must run in linear time complexity (O(n)) without using built-in filtering functions.,All tests must pass. The function must return a list containing only even numbers from the input list. Must have O(n) time complexity. Cannot use built-in Python functions for filtering or finding even numbers. Must preserve the order of even numbers as they appear in the original list.
"Write a function called validate_phone_number that takes a string input and returns true if the phone number is valid in one of three specific formats: (123) 456-7890, 123-456-7890, or 123 456 7890.",All tests must pass. The function must validate phone numbers in exactly three formats. Input string must have length of 12. Must contain exactly three hyphens or spaces. Must have the correct number of digits in each section. First and second sections must be between 1-9 digits. Third section must be between 1-9 digits. Must return false for invalid phone number formats.
"Write a function that takes two strings, word1 and word2, and returns true if you can convert word1 to word2 by deleting exactly one character from word1.",All tests must pass. Both input words must have the same length. Function must return true only if exactly one character can be deleted from word1 to convert it to word2. Must return false if more or fewer than one character deletion would be required. Character deletion must result in an exact match to word2.
"Given a large positive integer, write a program that finds and returns the largest prime factor of N.",All tests must pass. The program should be optimized to handle large inputs efficiently.
"Given an array arr[] of size n containing only integers, write a function named deleteDuplicates that deletes all the duplicate elements in the array, but maintains the order of the elements. The function should return the modified array.",All tests must pass. Note: The function should not use any built-in functions or libraries to remove duplicates.
"Write a function called `fibonacci_sequence(n)` that takes an integer `n` as an argument and returns the first `n` numbers of the Fibonacci sequence. The Fibonacci sequence is a series of numbers where each number is the sum of the two preceding ones, usually starting with 0 and 1. The function should follow these requirements: 1. It should be able to handle any non-negative integer value for `n`. 2. The function should not use any loops or iterations. 3. The function should have a time complexity of O(n).",All tests must pass.
"Write a function that takes a string as input and determines if it is a palindrome. A palindrome is a word, phrase, number, or other sequences of characters that reads the same forward and backward, ignoring spaces, punctuation, and symbol. Rules: 1. Your function should be able to handle any input string, which can include letters, numbers, punctuation, and symbols. 2. Ignore spaces and punctuation when checking for palindromes. 3. Your function should return True if the string is a palindrome, and False otherwise.","All tests must pass. Rules: Note: This challenge is subjective in terms of difficulty, as the problem is well-defined, but the solution may require medium to advanced programming skills depending on the approach taken."
Create a program that takes in a list of integers and removes any duplicate values from the list while maintaining the original order. Your program should be able to handle lists with at least 10 unique integers. Bonus points if you can create a more efficient version of your algorithm.,All tests must pass.
"Create a function that takes a string as an input and determines if it is a palindrome. A palindrome is a word, phrase, or sequence of characters that reads the same backward as forward. For example, ""racecar,"" ""level,"" and ""was it a car or a cat I saw"" are all palindromes. Your function should handle cases like punctuation, whitespace, and numerical values within the string. It should return `True` if the string is a palindrome and `False` if it is not.",All tests must pass.
"Write a function called `sum_of_multiples` that takes two parameters, `min` and `max`, which are integers representing the inclusive range of numbers. The function should return the sum of all multiples of 2 and 3 within the given range.","All tests must pass. Note: You should not include repeated numbers (such as 6, which is a multiple of both 2 and 3) in your sum. Also, you should not include any number that is not a multiple of either 2 or 3."
"Write a function that takes a string as input and returns the number of unique characters in that string. Characters should be case-sensitive (i.e., 'a' and 'A' are considered different characters). Make sure to handle edge cases like an empty string and whitespace-only strings.",All tests must pass.
"Given two arrays of positive integers, create a function `arrayMashup` that takes `array1` and `array2` and returns a new array where each element is the sum of elements at corresponding indices.",All tests must pass. The function must take two arrays with the same length. The returned array's length should be the sum of the input arrays' lengths. Each element in the result must be the sum of elements at the same index from the input arrays.
"Write a function that takes a string of comma-separated integers and prints the difference between the largest and smallest numbers in the string","All tests must pass."
Create a function `count_matching_elements` that takes two arrays of integers and returns the number of elements in the first array that are also present in the second array.,All tests must pass. The function must take two integer arrays. The function must count elements common to both input arrays. The function must return the number of matching elements.
Write a program that calculates the number of ways a group of distinct numbers can be partitioned into two subsets with equal sums.,All tests must pass. The program must handle an arbitrary list of distinct numbers. The program must find and report all possible partitions where the subset sums are equal. The program must handle various input sizes and number distributions.
"Create a custom stack data structure with methods `push`, `pop`, `peek`, and `is_empty`. The stack should have a capacity of 10 elements and be able to handle any data type.","All tests must pass. The stack must have a maximum capacity of 10 elements. The stack must print ""Stack is full"" when attempting to push to a full stack. The stack must print ""Stack is empty"" when attempting to pop or peek an empty stack. The stack must support any data type."
Write a function to find the longest common subsequence between two strings. A subsequence can be derived by deleting some elements without changing the order of remaining elements.,All tests must pass. The function must take two strings as input. The function must find and return the longest common subsequence. The returned subsequence must maintain the original order of elements.
Write a function `find_missing_number` that finds the missing number in an array of integers. The missing number is an integer from 1 to n+1.,"All tests must pass. The function must take an array of integers as input. The missing number must be between 1 and n+1. If multiple numbers are missing, all must be returned."
"Implement sparse matrix multiplication using dictionaries, where matrices are represented with row indices as keys and row vectors as values.",All tests must pass. The function must take two sparse matrices as dictionary inputs. Matrices can have different sizes. Multiplication must handle non-zero elements efficiently. Row and column indices must be unique.
"Write a function that takes a string as input and reverse the order of the words in the string, but also reverses the order of each individual word's characters.","All tests must pass. The function must take a string input and return a modified string where: 1) Each word's characters are reversed, 2) The order of words is reversed, 3) Punctuation and spacing should be preserved relative to the original word."
"Create a function named `sum_of_multiples` that takes two parameters, `a` and `b`, both integers between 1 and 100 (inclusive). The function should return the sum of all multiples of `a` and `b` in the range from 1 to 100.","All tests must pass. 1) Parameters `a` and `b` must be integers between 1 and 100 (inclusive). 2) If `a` and `b` are the same, return 0. 3) Raise a `ValueError` if `a` or `b` are outside the valid range. 4) The output must be an integer. 5) Skip multiples of both `a` and `b` to avoid counting them twice."
Write a function that takes two parameters: a number 'n' and a number 'k'. The function should return a list of numbers that form a Fibonacci sequence with the sum of any two consecutive numbers being equal to or greater than 'k'. The sequence should have a maximum length of 'n'.,"All tests must pass. 1) Function must take two integer parameters 'n' and 'k'. 2) Return a list of Fibonacci numbers. 3) The sum of any two consecutive numbers must be >= 'k'. 4) Maximum sequence length is 'n'. 5) If no sequence can be generated, return an empty list."
